0.11375,0.115,0.11625,0.11375,0.10875,0.115,0.115,0.115,0.11375,0.11375,0.115,0.11625,0.115,0.11375,0.1125,0.115,0.11375,0.11625,0.11375,0.11375,0.11125,0.11375,0.11375,0.115,0.11625,0.115,0.11375,0.115,0.11375,0.11625,0.11125,0.11375,0.11375,0.11375,0.1125,0.115,0.11375,0.115,0.11375,0.115,0.115,0.11375,0.11625,0.115,0.11375,0.11375,0.11375,0.115,0.11375,0.1125,0.11125,0.115,0.11625,0.1125,0.115,0.11625,0.115,0.115,0.115,0.1125,0.115,0.11625,0.11375,0.1175,0.11,0.115,0.11375,0.11375,0.1175,0.115,0.11625,0.11,0.11375,0.11125,0.11375,0.11375,0.1125,0.11625,0.11625,0.11375,0.1175,0.115,0.11375,0.10875,0.1175,0.10875,0.1125,0.11375,0.11,0.11375,0.11375,0.1125,0.1125,0.1075,0.1125,0.11,0.1125,0.1125,0.115,0.11625,0.11375,0.11375,0.115,0.11375,0.1175,0.11125,0.1125,0.1125,0.1175,0.115,0.115,0.11375,0.11375,0.11375,0.11375,0.11,0.115,0.11375,0.11375,0.11375,0.1125,0.115,0.11375,0.115,0.115,0.11625,0.11375,0.11625,0.115,0.1125,0.115,0.11375,0.115,0.11375,0.11375,0.11375,0.115,0.11375,0.11375,0.1075,0.11375,0.11625,0.1125,0.115,0.115,0.115,0.11375,0.11375,0.1125,0.1125,0.11625,0.11375,0.11375,0.115,0.115,0.11375,0.1175,0.1125,0.115,0.115,0.11625,0.115,0.11375,0.115,0.1125,0.1125,0.115,0.1125,0.11625,0.11625,0.11375,0.11375,0.11125,0.115,0.1125,0.11625,0.11375,0.1125,0.115,0.11375,0.115,0.115,0.11125,0.1125,0.11625,0.11375,0.115,0.11625,0.11375,0.10875,0.1125,0.11375,0.1125,0.11375,0.115,0.1125,0.11625,0.115
0.2275,0.23,0.2325,0.2275,0.2175,0.23,0.23,0.23,0.2275,0.22875,0.23,0.2325,0.23,0.2275,0.225,0.23,0.2275,0.2325,0.22625,0.22875,0.225,0.2275,0.2275,0.23,0.2325,0.23,0.22875,0.23125,0.2275,0.2325,0.2225,0.2275,0.2275,0.22875,0.225,0.23,0.2275,0.23,0.2275,0.23125,0.23125,0.2275,0.2325,0.23,0.2275,0.2275,0.22875,0.23,0.2275,0.225,0.2225,0.23,0.2325,0.22625,0.23,0.2325,0.23,0.23,0.23125,0.225,0.23,0.2325,0.2275,0.235,0.22,0.23,0.2275,0.22875,0.235,0.23,0.2325,0.22,0.2275,0.2225,0.2275,0.2275,0.225,0.2325,0.2325,0.2275,0.235,0.23,0.2275,0.2175,0.235,0.2175,0.225,0.2275,0.22,0.2275,0.2275,0.225,0.22625,0.21625,0.225,0.22,0.225,0.225,0.23,0.2325,0.2275,0.22875,0.23,0.22875,0.235,0.2225,0.225,0.22625,0.235,0.23,0.23125,0.22875,0.2275,0.2275,0.22875,0.22,0.23,0.2275,0.22625,0.2275,0.225,0.23,0.2275,0.23,0.23,0.2325,0.2275,0.2325,0.23,0.225,0.23,0.2275,0.23,0.22875,0.2275,0.2275,0.23,0.2275,0.2275,0.215,0.2275,0.2325,0.225,0.23,0.23,0.23,0.2275,0.22875,0.225,0.225,0.2325,0.2275,0.22625,0.23,0.23,0.2275,0.235,0.225,0.23125,0.23,0.23125,0.23,0.2275,0.23,0.225,0.225,0.23,0.22625,0.23375,0.2325,0.2275,0.2275,0.2225,0.23,0.225,0.2325,0.2275,0.225,0.23,0.2275,0.23125,0.23,0.2225,0.225,0.2325,0.2275,0.23,0.2325,0.22625,0.2175,0.225,0.22875,0.225,0.22875,0.23,0.22625,0.2325,0.23
0.2275,0.23,0.2325,0.22875,0.2175,0.23,0.23125,0.23,0.22875,0.23,0.23,0.2325,0.23,0.22875,0.225,0.23,0.2275,0.2325,0.2275,0.23,0.2275,0.22875,0.2275,0.23,0.2325,0.23,0.23,0.2325,0.22875,0.2325,0.22375,0.2275,0.2275,0.23,0.225,0.23,0.22875,0.23125,0.22875,0.2325,0.2325,0.22875,0.2325,0.23,0.22875,0.2275,0.22875,0.23125,0.22875,0.225,0.2225,0.23,0.2325,0.2275,0.23,0.2325,0.23,0.23,0.2325,0.22625,0.23125,0.2325,0.2275,0.235,0.22125,0.23125,0.22875,0.23,0.235,0.23,0.2325,0.22,0.2275,0.2225,0.2275,0.22875,0.22625,0.23375,0.2325,0.2275,0.235,0.23,0.2275,0.2175,0.235,0.2175,0.225,0.2275,0.22,0.2275,0.2275,0.225,0.2275,0.2175,0.225,0.22,0.225,0.225,0.23,0.2325,0.22875,0.23,0.23,0.23,0.235,0.22375,0.225,0.2275,0.235,0.23,0.2325,0.23,0.2275,0.2275,0.23,0.22,0.23,0.2275,0.2275,0.2275,0.225,0.23,0.2275,0.23,0.23,0.2325,0.22875,0.2325,0.23,0.225,0.23,0.2275,0.23,0.23,0.2275,0.2275,0.23,0.2275,0.2275,0.215,0.2275,0.2325,0.225,0.23,0.23125,0.23,0.22875,0.23,0.225,0.225,0.2325,0.2275,0.2275,0.23,0.23,0.2275,0.235,0.225,0.2325,0.23,0.23125,0.23,0.2275,0.23,0.225,0.225,0.23,0.22625,0.235,0.2325,0.22875,0.2275,0.2225,0.23,0.22625,0.2325,0.2275,0.225,0.23,0.2275,0.2325,0.23,0.2225,0.225,0.2325,0.22875,0.23,0.2325,0.2275,0.21875,0.225,0.23,0.22625,0.23,0.23,0.2275,0.2325,0.23
0.2275,0.23,0.2325,0.23,0.2175,0.23,0.2325,0.23,0.23,0.23,0.23,0.2325,0.23,0.23,0.225,0.23125,0.2275,0.2325,0.2275,0.23,0.2275,0.23,0.22875,0.23125,0.2325,0.23,0.23,0.2325,0.23,0.2325,0.225,0.2275,0.22875,0.23,0.225,0.23,0.23,0.2325,0.22875,0.2325,0.2325,0.23,0.2325,0.23,0.23,0.22875,0.23,0.2325,0.23,0.225,0.22375,0.23,0.2325,0.2275,0.23,0.2325,0.23,0.23,0.2325,0.2275,0.2325,0.2325,0.22875,0.235,0.2225,0.2325,0.23,0.23,0.235,0.23125,0.23375,0.22,0.2275,0.2225,0.2275,0.23,0.22625,0.235,0.2325,0.22875,0.235,0.23,0.2275,0.2175,0.235,0.2175,0.225,0.2275,0.22,0.2275,0.2275,0.225,0.2275,0.2175,0.225,0.22,0.225,0.225,0.23,0.2325,0.23,0.23,0.23,0.23,0.235,0.225,0.225,0.2275,0.235,0.23125,0.2325,0.23,0.22875,0.2275,0.23,0.22,0.23125,0.2275,0.2275,0.2275,0.225,0.23,0.22875,0.23,0.23,0.2325,0.23,0.2325,0.23,0.225,0.23,0.22875,0.23,0.23,0.2275,0.2275,0.23,0.22875,0.2275,0.215,0.2275,0.2325,0.22625,0.23,0.2325,0.23125,0.23,0.23,0.22625,0.225,0.2325,0.2275,0.2275,0.23125,0.23,0.22875,0.235,0.225,0.2325,0.23125,0.2325,0.23,0.2275,0.23125,0.225,0.22625,0.23,0.22625,0.235,0.2325,0.23,0.2275,0.2225,0.23,0.2275,0.2325,0.2275,0.225,0.23125,0.22875,0.2325,0.23,0.2225,0.225,0.2325,0.23,0.23,0.2325,0.2275,0.22,0.225,0.23,0.2275,0.23,0.23,0.2275,0.2325,0.23
0.2275,0.23,0.2325,0.23,0.2175,0.23,0.2325,0.23125,0.23,0.23,0.23,0.2325,0.23,0.23,0.225,0.2325,0.2275,0.2325,0.2275,0.23,0.2275,0.23,0.22875,0.2325,0.2325,0.23125,0.23,0.2325,0.23,0.2325,0.225,0.2275,0.23,0.23,0.225,0.23,0.23,0.2325,0.22875,0.2325,0.2325,0.23,0.2325,0.23,0.23,0.23,0.23,0.2325,0.23,0.225,0.225,0.23,0.2325,0.2275,0.23,0.2325,0.23125,0.23,0.2325,0.2275,0.2325,0.2325,0.23,0.235,0.2225,0.2325,0.23,0.23,0.235,0.2325,0.235,0.22,0.2275,0.22375,0.2275,0.23,0.2275,0.235,0.2325,0.23,0.235,0.23,0.2275,0.2175,0.235,0.2175,0.225,0.2275,0.22125,0.2275,0.22875,0.225,0.2275,0.2175,0.225,0.22,0.225,0.225,0.23,0.2325,0.23,0.23,0.23,0.23,0.235,0.225,0.225,0.2275,0.235,0.2325,0.2325,0.23,0.23,0.2275,0.23,0.22,0.2325,0.2275,0.2275,0.2275,0.225,0.23,0.23,0.23,0.23,0.2325,0.23,0.2325,0.23,0.225,0.23,0.23,0.23,0.23,0.2275,0.2275,0.23125,0.23,0.2275,0.215,0.2275,0.2325,0.2275,0.23125,0.2325,0.2325,0.23,0.23,0.2275,0.225,0.2325,0.2275,0.2275,0.2325,0.23,0.23,0.235,0.225,0.2325,0.2325,0.2325,0.23125,0.2275,0.2325,0.225,0.2275,0.23125,0.22625,0.235,0.2325,0.23,0.2275,0.22375,0.23,0.2275,0.2325,0.2275,0.225,0.2325,0.23,0.2325,0.23,0.2225,0.225,0.2325,0.23,0.23,0.2325,0.2275,0.22,0.225,0.23,0.2275,0.23,0.23,0.2275,0.2325,0.23
0.2275,0.23,0.2325,0.23,0.2175,0.23,0.2325,0.2325,0.23,0.23,0.23,0.2325,0.23,0.23,0.225,0.2325,0.2275,0.2325,0.2275,0.23,0.2275,0.23,0.22875,0.2325,0.23375,0.2325,0.23,0.2325,0.23,0.2325,0.225,0.2275,0.23,0.23,0.225,0.23,0.23,0.2325,0.23,0.2325,0.2325,0.23,0.2325,0.23,0.23,0.23,0.23,0.2325,0.23,0.225,0.225,0.23,0.2325,0.2275,0.23,0.2325,0.2325,0.23,0.2325,0.2275,0.2325,0.2325,0.23,0.235,0.2225,0.2325,0.23,0.23,0.235,0.2325,0.235,0.22,0.22875,0.225,0.2275,0.23,0.2275,0.23625,0.2325,0.23,0.235,0.23,0.2275,0.2175,0.235,0.2175,0.225,0.2275,0.2225,0.2275,0.23,0.225,0.2275,0.2175,0.225,0.22,0.225,0.225,0.23,0.23375,0.23,0.23,0.23,0.23,0.235,0.225,0.225,0.2275,0.235,0.2325,0.2325,0.23,0.23,0.2275,0.23,0.22125,0.2325,0.22875,0.2275,0.2275,0.225,0.23,0.23,0.23125,0.23,0.2325,0.23,0.2325,0.23,0.225,0.23125,0.23,0.23,0.23,0.2275,0.2275,0.2325,0.23,0.2275,0.215,0.22875,0.2325,0.2275,0.2325,0.2325,0.2325,0.23,0.23,0.2275,0.225,0.2325,0.2275,0.2275,0.2325,0.23125,0.23,0.23625,0.225,0.2325,0.2325,0.2325,0.2325,0.2275,0.2325,0.225,0.2275,0.2325,0.22625,0.235,0.2325,0.23,0.2275,0.225,0.23,0.2275,0.2325,0.2275,0.225,0.2325,0.23,0.2325,0.23,0.2225,0.225,0.2325,0.23,0.23125,0.2325,0.2275,0.22,0.225,0.23,0.2275,0.23,0.23,0.2275,0.2325,0.23
0.2275,0.23,0.2325,0.23,0.2175,0.23,0.2325,0.2325,0.23,0.23,0.23,0.2325,0.23,0.23,0.22625,0.2325,0.2275,0.2325,0.2275,0.23,0.2275,0.23,0.23,0.2325,0.235,0.2325,0.23,0.2325,0.23,0.2325,0.225,0.22875,0.23,0.23,0.225,0.23,0.23,0.2325,0.23,0.2325,0.2325,0.23,0.2325,0.23,0.23,0.23,0.23,0.2325,0.23,0.22625,0.225,0.23,0.2325,0.2275,0.23,0.2325,0.2325,0.23,0.2325,0.2275,0.2325,0.2325,0.23,0.235,0.2225,0.2325,0.23,0.23,0.235,0.2325,0.235,0.22,0.23,0.225,0.2275,0.23,0.2275,0.2375,0.23375,0.23,0.235,0.23,0.2275,0.2175,0.235,0.2175,0.225,0.2275,0.2225,0.2275,0.23,0.225,0.2275,0.2175,0.225,0.22125,0.225,0.225,0.23,0.235,0.23,0.23,0.23,0.23,0.235,0.225,0.22625,0.2275,0.235,0.2325,0.2325,0.23,0.23,0.22875,0.23,0.2225,0.2325,0.23,0.2275,0.2275,0.225,0.23125,0.23,0.2325,0.23,0.2325,0.23,0.2325,0.23125,0.225,0.2325,0.23,0.23,0.23,0.2275,0.2275,0.2325,0.23,0.22875,0.215,0.23,0.2325,0.2275,0.2325,0.2325,0.2325,0.23,0.23,0.2275,0.225,0.2325,0.22875,0.2275,0.2325,0.2325,0.23,0.2375,0.225,0.2325,0.2325,0.2325,0.2325,0.2275,0.2325,0.22625,0.2275,0.2325,0.22625,0.235,0.2325,0.23,0.2275,0.225,0.23,0.2275,0.2325,0.2275,0.225,0.2325,0.23,0.2325,0.23125,0.2225,0.225,0.2325,0.23,0.2325,0.2325,0.2275,0.22,0.225,0.23,0.2275,0.23,0.23,0.2275,0.2325,0.23
0.2275,0.23,0.2325,0.23,0.2175,0.23125,0.2325,0.2325,0.23,0.23,0.23,0.2325,0.23,0.23,0.2275,0.2325,0.2275,0.2325,0.2275,0.23,0.2275,0.23,0.23,0.2325,0.235,0.2325,0.23,0.2325,0.23,0.2325,0.225,0.23,0.23,0.23,0.22625,0.23,0.23,0.2325,0.23,0.2325,0.2325,0.23,0.2325,0.23,0.23,0.23,0.23,0.2325,0.23,0.2275,0.225,0.23125,0.2325,0.2275,0.23,0.2325,0.2325,0.23,0.2325,0.2275,0.2325,0.2325,0.23,0.235,0.2225,0.2325,0.23,0.23,0.235,0.2325,0.235,0.22125,0.23,0.225,0.2275,0.23,0.2275,0.2375,0.235,0.23,0.235,0.23125,0.22875,0.21875,0.235,0.2175,0.225,0.2275,0.2225,0.2275,0.23,0.225,0.22875,0.2175,0.225,0.2225,0.225,0.225,0.23,0.235,0.23,0.23,0.23,0.23,0.235,0.225,0.2275,0.2275,0.235,0.2325,0.2325,0.23,0.23,0.23,0.23125,0.2225,0.2325,0.23,0.2275,0.2275,0.225,0.2325,0.23,0.2325,0.23,0.2325,0.23,0.2325,0.2325,0.225,0.2325,0.23,0.23,0.23,0.2275,0.2275,0.2325,0.23,0.23,0.215,0.23,0.2325,0.2275,0.2325,0.2325,0.2325,0.23,0.23,0.2275,0.225,0.2325,0.23,0.2275,0.2325,0.2325,0.23,0.2375,0.225,0.2325,0.23375,0.2325,0.2325,0.2275,0.2325,0.2275,0.2275,0.2325,0.22625,0.235,0.2325,0.23,0.2275,0.225,0.23,0.2275,0.2325,0.2275,0.225,0.2325,0.23,0.2325,0.2325,0.2225,0.225,0.2325,0.23,0.2325,0.2325,0.2275,0.22,0.225,0.23,0.2275,0.23,0.23,0.2275,0.2325,0.23
0.2275,0.23,0.2325,0.23,0.2175,0.2325,0.2325,0.2325,0.23,0.23,0.23125,0.2325,0.23125,0.23,0.2275,0.2325,0.22875,0.2325,0.2275,0.23,0.22875,0.23,0.23,0.2325,0.235,0.2325,0.23,0.2325,0.23,0.2325,0.225,0.23,0.23,0.23,0.2275,0.23,0.23,0.2325,0.23,0.2325,0.2325,0.23,0.2325,0.23125,0.23125,0.23,0.23,0.2325,0.23,0.2275,0.225,0.2325,0.23375,0.2275,0.23,0.2325,0.2325,0.23125,0.2325,0.2275,0.2325,0.2325,0.23,0.235,0.2225,0.2325,0.23,0.23,0.235,0.2325,0.23625,0.2225,0.23,0.225,0.2275,0.23,0.2275,0.2375,0.235,0.23,0.235,0.2325,0.23,0.22,0.235,0.2175,0.225,0.2275,0.2225,0.2275,0.23,0.225,0.23,0.2175,0.225,0.2225,0.225,0.225,0.23,0.235,0.23,0.23,0.23125,0.23,0.235,0.225,0.2275,0.2275,0.235,0.2325,0.2325,0.23125,0.23,0.23,0.2325,0.2225,0.2325,0.23,0.2275,0.2275,0.225,0.2325,0.23,0.2325,0.23,0.2325,0.23,0.23375,0.2325,0.22625,0.2325,0.23,0.23,0.23,0.2275,0.2275,0.2325,0.23,0.23,0.21625,0.23,0.2325,0.2275,0.2325,0.2325,0.2325,0.23,0.23,0.2275,0.225,0.2325,0.23,0.2275,0.2325,0.2325,0.23,0.2375,0.225,0.2325,0.235,0.2325,0.2325,0.2275,0.2325,0.2275,0.2275,0.2325,0.22625,0.235,0.2325,0.23,0.2275,0.225,0.23,0.2275,0.2325,0.2275,0.225,0.2325,0.23,0.2325,0.2325,0.2225,0.225,0.2325,0.23,0.2325,0.2325,0.2275,0.22,0.225,0.23,0.2275,0.23,0.23,0.2275,0.2325,0.23
0.22875,0.23,0.2325,0.23,0.2175,0.2325,0.2325,0.2325,0.23,0.23,0.23125,0.2325,0.2325,0.23,0.2275,0.2325,0.23,0.2325,0.2275,0.23,0.23,0.23,0.23,0.2325,0.235,0.2325,0.23,0.2325,0.23,0.2325,0.225,0.23,0.23,0.23,0.2275,0.23,0.23,0.2325,0.23,0.2325,0.2325,0.23,0.2325,0.2325,0.2325,0.23,0.23,0.2325,0.23,0.2275,0.225,0.2325,0.235,0.2275,0.23,0.2325,0.2325,0.23125,0.2325,0.2275,0.2325,0.2325,0.23,0.235,0.2225,0.2325,0.23,0.23125,0.23625,0.2325,0.2375,0.2225,0.23,0.225,0.2275,0.23,0.2275,0.2375,0.235,0.23,0.235,0.2325,0.23,0.22,0.235,0.2175,0.225,0.2275,0.22375,0.2275,0.23,0.225,0.23,0.2175,0.225,0.2225,0.225,0.225,0.23,0.235,0.23,0.23,0.2325,0.23,0.235,0.225,0.2275,0.2275,0.235,0.2325,0.2325,0.2325,0.23,0.23,0.2325,0.22375,0.2325,0.23,0.2275,0.22875,0.225,0.2325,0.23,0.2325,0.23,0.2325,0.23,0.235,0.2325,0.2275,0.2325,0.23,0.23,0.23,0.22875,0.2275,0.2325,0.23,0.23,0.2175,0.23,0.2325,0.2275,0.2325,0.2325,0.2325,0.23,0.23,0.2275,0.22625,0.2325,0.23,0.2275,0.2325,0.2325,0.23,0.2375,0.225,0.2325,0.235,0.2325,0.2325,0.22875,0.2325,0.2275,0.2275,0.2325,0.22625,0.235,0.2325,0.23,0.2275,0.225,0.23125,0.2275,0.2325,0.22875,0.225,0.2325,0.23,0.2325,0.2325,0.2225,0.225,0.2325,0.23,0.2325,0.2325,0.2275,0.22,0.225,0.23,0.2275,0.23,0.23,0.2275,0.2325,0.23
